1,1,0.5,0,0
1,1,1.5,0,0
1,1,2.5,0,0
1,1,3.5,0,0
1,1,4.5,0,0
1,1,5.5,0,0
1,1,6.5,0,0
1,1,7.5,0,0
1,1,8.5,335,23
1,1,9.5,628,25
1,1,10.5,737,27
1,1,11.5,781,32
1,1,12.5,783,37
1,1,13.5,741,36
1,1,14.5,619,36
1,1,15.5,435,24
1,1,16.5,56,3
1,1,17.5,0,0
1,1,18.5,0,0
1,1,19.5,0,0
1,1,20.5,0,0
1,1,21.5,0,0
1,1,22.5,0,0
1,1,23.5,0,0
1,2,0.5,0,0
1,2,1.5,0,0
1,2,2.5,0,0
1,2,3.5,0,0
1,2,4.5,0,0
1,2,5.5,0,0
1,2,6.5,0,0
1,2,7.5,0,0
1,2,8.5,396,14
1,2,9.5,680,25
1,2,10.5,789,31
1,2,11.5,844,34
1,2,12.5,853,35
1,2,13.5,822,32
1,2,14.5,745,27
1,2,15.5,554,20
1,2,16.5,128,6
1,2,17.5,0,0
1,2,18.5,0,0
1,2,19.5,0,0
1,2,20.5,0,0
1,2,21.5,0,0
1,2,22.5,0,0
1,2,23.5,0,0
1,3,0.5,0,0
1,3,1.5,0,0
1,3,2.5,0,0
1,3,3.5,0,0
1,3,4.5,0,0
1,3,5.5,0,0
1,3,6.5,0,0
1,3,7.5,0,0
1,3,8.5,3,21
1,3,9.5,3,69
1,3,10.5,4,118
1,3,11.5,13,116
1,3,12.5,9,138
1,3,13.5,37,128
1,3,14.5,4,71
1,3,15.5,2,48
1,3,16.5,1,6
1,3,17.5,0,0
1,3,18.5,0,0
1,3,19.5,0,0
1,3,20.5,0,0
1,3,21.5,0,0
1,3,22.5,0,0
1,3,23.5,0,0
1,4,0.5,0,0
1,4,1.5,0,0
1,4,2.5,0,0
1,4,3.5,0,0
1,4,4.5,0,0
1,4,5.5,0,0
1,4,6.5,0,0
1,4,7.5,0,0
1,4,8.5,4,24
1,4,9.5,53,72
1,4,10.5,3,97
1,4,11.5,2,125
1,4,12.5,2,125
1,4,13.5,2,98
1,4,14.5,1,46
1,4,15.5,2,18
1,4,16.5,2,3
1,4,17.5,0,0
1,4,18.5,0,0
1,4,19.5,0,0
1,4,20.5,0,0
1,4,21.5,0,0
1,4,22.5,0,0
1,4,23.5,0,0
1,5,0.5,0,0
1,5,1.5,0,0
1,5,2.5,0,0
1,5,3.5,0,0
1,5,4.5,0,0
1,5,5.5,0,0
1,5,6.5,0,0
1,5,7.5,0,0
1,5,8.5,31,23
1,5,9.5,11,64
1,5,10.5,16,126
1,5,11.5,234,112
1,5,12.5,8,149
1,5,13.5,12,140
1,5,14.5,14,91
1,5,15.5,4,39
1,5,16.5,2,7
1,5,17.5,0,0
1,5,18.5,0,0
1,5,19.5,0,0
1,5,20.5,0,0
1,5,21.5,0,0
1,5,22.5,0,0
1,5,23.5,0,0
1,6,0.5,0,0
1,6,1.5,0,0
1,6,2.5,0,0
1,6,3.5,0,0
1,6,4.5,0,0
1,6,5.5,0,0
1,6,6.5,0,0
1,6,7.5,0,0
1,6,8.5,4,29
1,6,9.5,118,81
1,6,10.5,174,146
1,6,11.5,231,133
1,6,12.5,3,135
1,6,13.5,13,130
1,6,14.5,2,67
1,6,15.5,2,40
1,6,16.5,2,5
1,6,17.5,0,0
1,6,18.5,0,0
1,6,19.5,0,0
1,6,20.5,0,0
1,6,21.5,0,0
1,6,22.5,0,0
1,6,23.5,0,0
1,7,0.5,0,0
1,7,1.5,0,0
1,7,2.5,0,0
1,7,3.5,0,0
1,7,4.5,0,0
1,7,5.5,0,0
1,7,6.5,0,0
1,7,7.5,0,0
1,7,8.5,320,28
1,7,9.5,445,42
1,7,10.5,617,35
1,7,11.5,752,35
